Customer ID,Customer Tenure (years),Deposit Balance ($),Gross Monthly Income ($),BNPL Amount 3m ($),BNPL Amount 6m ($),BNPL Amount 9m ($),BNPL Amount 12m ($),Overdraft History,FICO Score,Current Credit Obligations ($),Payment Timeliness 30+,Payment Timeliness 60+,Payment Timeliness 90+,Debt Write-off,Credit Inquiries,Years Since Bankruptcy,Employment Status,Open Credit Accounts
6377,5,5563.678902688771,3681.42,0,0,0,0,1,746.0938357470543,7083.37264464145,0,0,0,0,1,NA,Student,6
6378,5,5043.754853895286,838.58,0,0,0,0,1,711.1443461463273,15757.729298177608,1,1,0,0,1,NA,Unemployed,6
6379,7,5291.100567153961,1584.81,0,0,0,0,1,665.0623681206365,2263.0597833110805,1,1,1,1,1,NA,Employed,3
6380,5,3622.535826380053,2167.12,0,0,0,0,2,732.1474531109673,17043.174366382118,0,0,0,0,3,NA,Employed,10
6381,3,4979.051494632376,4262.04,0,0,0,0,0,744.1709885770282,9530.29837820074,1,0,0,0,0,NA,Employed,5
6382,2,6896.90993423478,4509.84,0,0,0,0,3,689.8383925570308,22510.089747129852,2,1,1,1,1,NA,Employed,10
6383,7,2976.6325353724756,2824.7,0,0,0,0,0,634.1715387866076,16888.907664925002,1,0,0,0,0,NA,Employed,6
6384,5,5621.545129337036,3133.12,0,0,0,0,0,626.5474606884881,23701.153926929448,3,2,0,0,2,NA,Employed,9
6385,1,721.8434074629704,4410.21,0,0,0,0,0,638.5329609033512,1034.169261851856,2,1,0,0,1,NA,Employed,1
6386,3,9402.39958706304,2549.37,0,0,0,0,0,665.6034020615581,25393.185201082528,1,0,0,0,2,NA,Unemployed,10
6387,10,3616.5835472734284,3098.64,0,0,0,0,1,726.7228538625039,17735.081935747614,1,1,1,1,1,NA,Employed,9
6388,3,763.9800947808008,1586.07,393.55070552052905,216.24245493698766,1049.9754233325393,1789.71399189877,1,573.6538140787573,21348.225900849426,3,3,2,1,2,NA,Employed,9
6389,7,5513.26328171653,3183.96,0,0,0,0,1,703.6230847776685,23045.057487626604,1,1,1,1,1,NA,Employed,10
6390,9,5834.086480189849,4957.5,0,0,0,0,0,714.1282175662768,9299.180121345453,1,1,0,0,1,NA,Student,3
6391,4,4900.245986206207,2815.49,0,0,0,0,0,666,5584.306768591451,0,0,0,0,4,6,Unemployed,3
6392,2,7483.091346718517,2044.16,0,0,0,0,2,722.5040416497183,8288.87652683083,0,0,0,0,1,NA,Student,4
6393,5,7301.811925482501,4296.74,0,0,0,0,0,661.2407520549706,4977.76585138585,3,1,1,1,1,NA,Retired,2
6394,4,5076.12735543634,3363.81,0,0,0,0,1,643.3152590176973,20568.25799409308,0,0,0,0,1,NA,Student,10
6395,2,6632.279593103183,4255.66,0,0,0,0,1,684,1834.9286645708398,0,0,0,0,3,5,Employed,1
6396,1,8833.041898909092,2591.82,0,0,0,0,1,633.2399966276759,5463.7809918381145,1,1,0,0,0,NA,Unemployed,2
6397,3,2901.380299985217,3032.1,0,0,0,0,0,649.985223636986,482.33061790306897,0,0,0,0,1,NA,Student,1
6398,3,6925.809720782671,4239.58,140.6047526675262,687.5229026958638,1038.991485352658,1321.3470278995758,0,659.2654193406911,1764.3576469577315,1,0,2,0,1,NA,Retired,1
6399,6,3775.09296243924,4014.39,0,0,0,0,0,678.9367112017214,17985.542496544156,2,1,1,1,1,NA,Unemployed,9
6400,3,6309.982453860122,1362.08,0,0,0,0,1,677.5755788498556,16814.784974309863,1,1,1,1,1,NA,Employed,8
6401,1,5156.9511952288985,2963.85,0,0,0,0,0,685,5885.164306058821,1,0,0,0,0,5,Employed,3
6402,7,5404.7569456687015,4009.44,0,0,0,0,1,723.3458295340363,7445.835548117661,0,0,0,0,1,NA,Employed,2
6403,6,5576.898536164473,2454.36,0,0,0,0,0,730.1680280118657,12191.740405739363,0,0,0,0,0,NA,Unemployed,6
6404,4,5417.537888338833,2020.7,674.380136313004,427.6633546027459,772.7790003152712,453.2874835020907,0,644.4037132043574,7894.768611870925,0,0,0,0,0,NA,Employed,5
6405,7,6218.876907633993,1513.68,0,0,0,0,1,718.0853512797531,6248.893489193188,1,0,0,0,3,NA,Retired,3
6406,8,6394.332128369212,1929.91,0,0,0,0,0,756.7994586389929,7127.963748014576,0,0,0,0,5,NA,Employed,4
6407,5,5239.559998002242,2944.49,0,0,0,0,0,731.0254123157508,5537.549924013541,1,1,1,1,1,NA,Employed,3
6408,9,6430.275539031773,3516.93,0,0,0,0,0,611.2067797204909,19530.956197702504,1,0,0,0,1,NA,Employed,10
6409,3,6593.526273087675,1224.87,314.8750821040293,984.4189212131357,252.9690655334631,1005.9888291968435,0,624.9334602212172,5419.836031622655,0,0,2,1,1,NA,Employed,2
6410,4,4071.233570643986,2355.36,0,0,0,0,0,678,17480.308323924008,1,1,0,0,0,5,Employed,10
6411,6,9547.043027966549,1592.15,0,0,0,0,1,713.5550732134687,13982.943830449092,2,1,0,0,0,NA,Unemployed,6
6412,5,2615.050415180238,2862.47,0,0,0,0,0,687.8232976830427,996.2233519141108,0,0,0,0,1,NA,Employed,1
6413,4,4652.321232812755,3557.41,0,0,0,0,0,761.1370972149236,16748.844595295002,0,0,0,0,0,NA,Employed,9
6414,4,4192.504184248717,2038.73,0,0,0,0,0,656.2009486892588,16556.067629060915,0,0,0,0,3,NA,Unemployed,10
6415,9,1407.8476330721705,1950.58,0,0,0,0,1,669.8689467245014,16337.271810238844,0,0,0,0,3,NA,Student,7
6416,7,8653.954016403726,4358.95,0,0,0,0,0,629.2758952410759,13614.814003750202,1,0,0,0,0,NA,Unemployed,7
6417,6,4087.0721554308093,1734.65,0,0,0,0,0,643.0626817156062,9736.1842592315,1,0,0,0,2,NA,Employed,5
6418,4,3625.635374819487,2537.18,368.4970567930002,1039.429543493524,1266.3806729402736,546.6711396718051,0,597.9460419220812,19861.782796556778,0,0,1,1,1,NA,Employed,9
6419,10,1378.7590192232578,3496.36,465.2267834483503,671.9923028832462,594.6633476518724,1011.1692124455739,2,648.9015435254307,17978.880809807233,0,0,1,1,0,NA,Retired,10
6420,3,7619.783533812486,3052.88,0,0,0,0,0,660.7318550053042,4383.362989711585,2,0,0,0,0,NA,Employed,3
6421,4,3356.5006101384315,1767.18,0,0,0,0,0,615.387547527513,2434.709484595071,2,1,0,0,0,NA,Student,1
6422,4,6518.400429495364,4292.87,652.3919888225147,865.2858377598614,768.8607371779412,1111.8861012212137,0,629.8434940936477,15037.9370805096,2,0,1,0,0,NA,Unemployed,8
6423,8,4955.644225599193,1730.09,0,0,0,0,1,726.5665048319831,13418.377464820125,1,1,0,0,0,NA,Employed,6
6424,6,7991.117661128383,4054.23,0,0,0,0,0,626.8799573736011,13169.11622783127,2,0,0,0,2,NA,Employed,8
6425,7,1194.8093463131931,3400.64,431.8547897863583,582.9773093372856,1171.8687159843305,399.22801805161714,0,634.903456205462,11844.155423638556,0,0,0,1,1,NA,Unemployed,6
6426,2,4134.296368292283,2434.03,0,0,0,0,1,675.5343710087368,20729.623364120725,2,1,0,0,1,NA,Student,9
6427,6,3022.013396677532,3627.26,0,0,0,0,0,648.6256555970597,10638.365621421619,0,0,0,0,1,NA,Employed,4
6428,6,7253.798450860449,4047.42,643.5569318931946,952.6432851532378,1374.5565063598738,1283.994912222668,1,644.5722404294004,6856.752631870199,1,0,1,0,0,NA,Employed,4
6429,9,6628.687946051675,3796.67,0,0,0,0,0,734.9933905137779,21175.944055891607,1,0,0,0,1,NA,Employed,10
6430,7,3335.341921531081,4136.27,0,0,0,0,0,698.7777336075369,18210.126216538745,3,3,2,1,2,NA,Employed,8
6431,8,8497.2160025771,3233.5,500.02900802528825,896.6306408732099,1098.621747114793,1258.8971632247021,0,659.4502195466047,8045.819604237147,0,0,0,0,1,NA,Employed,4
6432,4,6143.779951827403,1677.77,0,0,0,0,0,664.1828157752288,3613.944339954394,0,0,0,0,0,NA,Employed,2
6433,7,2909.609039097725,3452.93,0,0,0,0,1,722.1862407916711,16918.681321664266,2,1,0,0,1,NA,Retired,9
6434,4,3775.3593663976135,3498.3,0,0,0,0,0,706.2453036860413,0,1,1,0,0,0,NA,Employed,1
6435,8,6198.108670601456,5009.15,375.0797981912773,725.98298721554,1192.3147408953248,674.798222377287,0,646.8488635988356,3540.6885612019346,0,0,2,1,3,NA,Employed,1
6436,2,6781.244177122554,1041.02,0,0,0,0,0,744.1932575614964,10496.468449789772,2,0,0,0,1,NA,Employed,5
6437,3,1977.5698037772486,401.04,0,0,0,0,0,640.1634016576807,8922.231353840547,1,1,0,0,2,NA,Employed,4
6438,4,3420.594412909646,2412.54,0,0,0,0,0,729.8932516546089,12205.221820548984,1,1,1,1,3,NA,Employed,7
6439,6,2393.073100531131,2362.7,400.85702753091095,905.3412266599189,1002.0756573577542,1158.9612032095943,0,619.8581419316988,11767.192966169669,1,1,1,0,0,NA,Employed,5
6440,7,2569.794188492116,2800.04,0,0,0,0,0,745.735583127143,8358.4251885896,0,0,0,0,0,NA,Unemployed,6
6441,8,6852.47852575777,1886.34,214.91999155760072,704.115647847898,1231.1686214599567,926.0574159853304,1,614,9893.75520432499,2,1,0,1,0,6,Student,3
6442,5,4748.306646113127,3345.85,0,0,0,0,0,641.7761120619249,8893.956384089477,0,0,0,0,0,NA,Employed,3
6443,1,6365.099283858782,3975.84,0,0,0,0,1,747.8748716652844,4472.809603765326,1,0,0,0,1,NA,Retired,3
6444,5,1752.8508980118904,3139.69,0,0,0,0,1,642.5219640068509,3162.7521123236515,0,0,0,0,0,NA,Employed,2
6445,8,2268.5063340835,4168.41,0,0,0,0,0,654.6572687585506,1620.5356205494238,0,0,0,0,1,NA,Employed,1
6446,2,8381.36566633478,3039.01,0,0,0,0,1,690.1044622582302,2578.420900776461,0,0,0,0,3,NA,Employed,2
6447,3,5133.6496048030485,3759.46,0,0,0,0,2,628.2425400626743,14284.29874770569,1,1,0,0,0,NA,Unemployed,7
6448,7,7126.560318879634,4048.19,0,0,0,0,0,728.4618754173842,3507.1583443890204,0,0,0,0,0,NA,Employed,1
6449,2,3999.3217314132885,2973.75,390.35094590039967,782.2742072761821,1361.4587600852092,1206.4089622912434,0,585,4317.209212053793,3,2,2,0,0,1,Employed,2
6450,5,5485.7133190977265,2038.05,742.4753964988138,506.9854153825148,706.4901455460756,1200.0776006697943,0,609,16374.981430856862,1,0,0,1,3,6,Employed,9
6451,5,4830.879616546502,3781.47,518.8050280730694,389.78397475508643,1036.7605564509986,887.0151518535197,0,611.6679851002613,18427.088457942027,3,1,0,1,1,NA,Employed,9
6452,5,6003.086103698286,3512.37,0,0,0,0,1,691.06726433934125,4487.162256978558,1,0,0,0,0,NA,Student,2
6453,2,7783.79031841844,2512.14,0,0,0,0,2,747.7230046263008,26569.700827348523,0,0,0,0,1,NA,Employed,10
6454,3,3881.497955691407,3903.72,0,0,0,0,0,648.9570073899692,4469.523109368074,1,0,0,0,1,NA,Employed,2
6455,3,7148.795121692907,2868.84,422.25710845581796,819.6302995032181,782.9850904226028,810.2676224261155,1,598,10778.693650917106,1,1,1,0,5,3,Student,7
6456,2,6861.125416863972,3212.98,0,0,0,0,0,726.6021450990444,13444.443398176807,1,0,0,0,0,NA,Employed,10
6457,7,4411.868960025433,1800.62,0,0,0,0,0,626.5471875954124,2369.3626810422193,1,1,0,0,0,NA,Employed,1
6458,1,2995.11233391315,5703.1,0,0,0,0,1,729.3774424958864,1659.8052096142646,0,0,0,0,0,NA,Employed,1
6459,5,7848.805960972795,2963.88,0,0,0,0,0,735.4973831945064,10969.648540132419,1,0,0,0,1,NA,Student,5
6460,4,2676.463253509457,3404.68,0,0,0,0,0,620,2813.6226383808244,1,1,0,0,0,4,Employed,1
6461,8,4108.264140788679,2671.66,0,0,0,0,1,715.1181279224464,1030.6462316740929,2,1,0,0,2,NA,Unemployed,2
6462,3,2023.5868483087406,2160.25,0,0,0,0,1,654.7985055718806,18119.769756513564,1,1,0,0,1,NA,Student,9
6463,5,5418.659872372044,2933.63,0,0,0,0,2,752.9279104362365,6787.769262824265,0,0,0,0,0,NA,Employed,3
6464,5,3652.2380250846836,3334.76,0,0,0,0,0,731.5406531455233,13848.687563665457,1,0,0,0,2,NA,Employed,10
6465,2,5079.08183221166,2045.15,338.5745641960516,719.1486094972166,785.2300962579492,1096.3789921710995,2,593.9322995158584,3379.622627159175,2,2,2,1,2,NA,Unemployed,1
6466,4,2822.8352579776206,4811.8,351.11138464879616,627.118862959632,1236.679033102512,103.82984004498257,0,648.5764143473082,1662.9365060607474,2,1,2,1,0,NA,Employed,1
6467,3,8523.464722448443,4932.14,601.886880605322,539.4584634274959,592.1030095879714,777.8981515158941,1,652.058064401311,11617.865811781538,1,1,0,0,0,NA,Employed,10
6468,7,4275.590330865194,1949.76,314.57347182847127,596.3918752867015,1771.049006812379,593.045438723188,1,656.2449463966371,14255.605602615275,0,0,0,1,0,NA,Employed,5
6469,5,3577.2274384109596,3999.73,0,0,0,0,0,714.2898143051483,19485.632626746916,1,1,0,0,1,NA,Employed,10
6470,5,5448.253713885415,3494.87,0,0,0,0,1,641,15531.519108184415,1,0,0,0,2,3,Employed,6
6471,4,5479.042453456084,5116.05,0,0,0,0,0,692.1331023145765,11116.096486766395,2,2,0,0,1,NA,Employed,6
6472,6,4529.636106798395,1935.74,0,0,0,0,0,648.2201550314592,6709.974676786274,1,0,0,0,2,NA,Student,3
6473,7,560.1461316545365,2476.04,0,0,0,0,2,642.6476442057275,17179.80785435964,1,0,0,0,0,NA,Employed,10
6474,1,4987.711838482061,2425.11,0,0,0,0,1,645.8543018537741,7063.657176866273,2,0,0,0,0,NA,Student,3
6475,5,3878.904618822112,3221.87,0,0,0,0,0,693.7989304564154,3843.072426102851,1,1,1,1,3,NA,Employed,2
6476,5,2030.862577074848,3334.28,184.97054218680637,839.7447595185301,1036.7699310073235,1167.900729970129,2,619.3960732137189,23227.58333444434,0,0,1,0,3,NA,Employed,10
6477,3,8905.96452710991,3853.27,0,0,0,0,0,743.6137895845458,3871.1333809653615,0,0,0,0,2,NA,Retired,3
6478,6,6335.858837763226,4125.2,0,0,0,0,0,603,2965.312610330988,0,0,0,0,1,6,Employed,2
6479,4,9374.840507564399,2231.07,0,0,0,0,0,647.8740785556103,10881.209708296952,1,1,0,0,2,NA,Retired,4
6480,6,6352.18163358743,4345.82,0,0,0,0,0,743.9083491427143,23048.584079225475,0,0,0,0,2,NA,Employed,9
6481,7,5696.3812072860255,1947.01,0,0,0,0,0,714.3947609773712,7243.689106936905,0,0,0,0,1,NA,Retired,6
6482,5,2312.3561380632163,4456.66,0,0,0,0,1,725.4783217907795,18972.38906669098,2,1,0,0,1,NA,Employed,10
6483,3,3634.265077417991,3557.44,0,0,0,0,1,628.5940047635042,2752.074556223143,1,1,1,1,0,NA,Employed,1
6484,1,4090.2038668435425,2612.35,0,0,0,0,0,643.8975217286619,1998.9199619097749,1,1,0,0,0,NA,Employed,2
6485,2,4366.101633073198,5108.26,837.7228745761447,566.6563330387766,1039.819645623701,226.46359596503567,0,649.6777452707556,14844.789947561125,0,0,0,0,2,NA,Employed,7
6486,4,3899.7725515453612,3257.23,0,0,0,0,0,728.4316343864449,2316.7353020017104,1,0,0,0,2,NA,Unemployed,1
6487,6,8236.248946032534,2967.96,0,0,0,0,0,602.499110340174,23839.38371157102,3,2,1,1,1,NA,Employed,10
6488,1,6928.20441108239,2263.13,0,0,0,0,1,716.0470449572765,3348.7176883288375,0,0,0,0,0,NA,Unemployed,1
6489,5,4960.830544787829,4455.15,0,0,0,0,0,631.1319408730171,2988.7320704087224,1,0,0,0,2,NA,Employed,2
6490,3,4248.636005160943,3657.62,0,0,0,0,1,610.6025994363808,14289.095371024812,1,1,0,0,1,NA,Student,7
6491,3,8126.297781062263,3979.46,0,0,0,0,0,668.8719782225971,7216.600504393559,0,0,0,0,1,NA,Employed,6
6492,5,7588.364281333236,3007.62,718.3290169103855,979.7256595702238,884.338220548464,720.3472897776525,2,621,22933.754175979695,0,0,3,0,0,6,Employed,10
6493,5,2328.8011290977547,3043.28,0,0,0,0,2,725.6938807631612,13790.340059146503,2,0,0,0,1,NA,Unemployed,7
6494,7,4693.006820658089,1892.59,0,0,0,0,0,741.7765893289218,19769.537730824708,0,0,0,0,0,NA,Employed,10
6495,5,3551.5904282317597,2687.55,0,0,0,0,3,620.0242317587364,6434.465020470318,2,0,0,0,0,NA,Retired,4
6496,6,4531.861102391695,3432.7,0,0,0,0,0,741.8755422978401,19335.619257244656,0,0,0,0,2,NA,Retired,9
6497,3,5351.885020457439,3180.03,0,0,0,0,0,654,10580.667303516308,2,1,0,0,2,5,Employed,7
6498,3,3961.0141705769483,4402.61,0,0,0,0,1,690.5410158420804,12229.787901024165,3,2,2,1,0,NA,Employed,6
6499,6,7954.004751688741,2475.4,674.260013794317,722.0050979890229,776.3156017142543,1217.9645687545972,0,609,7710.972737592971,2,2,0,0,1,6,Employed,6
6500,6,4999.377069830066,3543.05,0,0,0,0,0,666.4836336786558,6990.606942817826,0,0,0,0,3,NA,Employed,4
6501,3,3083.5950243746256,3219.96,0,0,0,0,1,762.0813301884973,7493.967728372321,0,0,0,0,0,NA,Unemployed,3
6502,8,1804.6837626621596,4317.59,0,0,0,0,0,709.8885997040031,13183.057679581729,1,0,0,0,2,NA,Unemployed,6
6503,4,7387.944273792531,4570.16,0,0,0,0,1,641.2818359071427,13986.396833110619,1,0,0,0,1,NA,Unemployed,7
6504,3,3862.863392922477,4145.53,0,0,0,0,0,703.9469898271012,7055.40148849433,1,0,0,0,1,NA,Employed,5
6505,7,2423.4377725018408,3677.97,0,0,0,0,0,700.1748191713441,6050.820069999641,1,0,0,0,0,NA,Employed,3
6506,4,5361.852013845236,3035.29,559.5038629441335,608.9105769767731,996.795537860999,141.0602245373517,1,649,20006.229667053387,1,1,2,1,2,6,Employed,7
6507,4,6832.064427138093,3322.88,960.2461399518519,623.5138277828853,392.74602777323287,1750.0845451901841,1,621.9648522022767,4065.38264938822,1,0,0,0,1,NA,Unemployed,2
6508,5,4424.061191489825,3963.94,0,0,0,0,1,720.6302230131423,16304.793804169578,0,0,0,0,0,NA,Employed,7
6509,2,6995.3560183770005,1843.31,434.24600151625697,547.8957890192346,992.6796512230052,1148.723580186296,3,631,18116.93551226126,1,1,0,1,3,5,Employed,8
6510,4,4274.152105619938,1635.67,0,0,0,0,0,618.5544744687772,3365.2738639203953,0,0,0,0,1,NA,Student,2
6511,4,4855.122920587784,2521.26,0,0,0,0,0,625,3036.276228167395,2,2,0,0,1,6,Retired,2
6512,4,6947.615220844682,4394.76,0,0,0,0,0,605.8897066168694,2826.5760288988067,1,1,0,0,3,NA,Employed,4
6513,2,3439.2790324352363,3828.27,0,0,0,0,0,598.4924708976417,2164.052014243345,3,2,1,1,1,NA,Employed,1
6514,7,4024.1507219962177,1795.11,563.8689370724128,668.4007199706473,853.8580425049331,2008.4367699932063,0,646.7911477377419,6978.8150541855175,1,0,1,0,2,NA,Unemployed,4
6515,4,1513.3163485478876,6225.11,0,0,0,0,0,721.3602004753517,14575.137844242328,1,1,0,0,0,NA,Employed,7
6516,8,4624.103088686624,3229.01,0,0,0,0,1,636,17761.01414231291,1,1,1,1,2,5,Employed,10
6517,3,2038.1703267557787,3579.9,0,0,0,0,0,605,7725.273656566675,0,0,0,0,0,6,Employed,5
6518,4,5657.894943015446,3389.56,732.3975245653905,854.2747026955417,945.3765543210777,536.6118364227732,1,642.298341499541,2022.7004808175207,0,0,0,0,2,NA,Employed,2
6519,13,6153.692202178773,3163.58,322.15332591804383,468.2524529919266,1600.580593482537,1356.8332813994898,0,635.2661717125956,15874.769402262344,1,1,3,1,3,NA,Employed,8
6520,8,5415.841430257619,3851.15,0,0,0,0,0,630.8052013359918,11850.764946418885,1,1,0,0,3,NA,Employed,7
6521,6,5350.263690690896,4159.98,0,0,0,0,0,601.0388174985173,16035.706107570155,2,1,0,0,1,NA,Student,9
6522,2,8569.576893415691,3448.26,0,0,0,0,3,718.4318089934671,17726.285502563063,3,1,0,0,3,NA,Employed,9
6523,6,3666.253192304356,3338.64,0,0,0,0,0,651.3938655252679,6199.848876411475,0,0,0,0,1,NA,Employed,5
6524,3,6861.692689614324,3038.43,0,0,0,0,0,644.0244804777473,3100.65976552164,1,0,0,0,3,NA,Unemployed,2
6525,5,1637.9766050514068,4111.35,663.7324436790225,1106.22582160405,858.5457125010904,803.8942080135134,0,651.7178512719615,15291.174801889998,0,0,1,0,1,NA,Unemployed,7
6526,5,7244.345351939097,2915.79,0,0,0,0,1,633.7529833284833,1135.6828111446298,1,1,1,1,1,NA,Employed,1
6527,4,5000.780647169083,2116.71,0,0,0,0,0,764.1248177401491,11710.71812178459,0,0,0,0,2,NA,Employed,5
6528,4,3855.995057140568,1852.14,0,0,0,0,1,688.4621963728131,14667.447162011837,2,1,0,0,1,NA,Employed,7
6529,0,8376.107519717822,2706.17,0,0,0,0,1,702.7558740153528,12811.52789241179,2,0,0,0,1,NA,Employed,7
6530,5,4566.550016326084,1641.63,375.6874126548272,489.9792957531454,557.1355631679696,747.101384540705,0,626.1351555016427,7736.272050643481,1,0,1,0,0,NA,Unemployed,4
6531,9,6376.141120168455,3305.06,0,0,0,0,1,700,17194.255468440115,0,0,0,0,0,6,Employed,8
6532,4,6339.033191133383,4504.74,0,0,0,0,1,619.3529226990652,1262.5094166481763,0,0,0,0,0,NA,Employed,1
6533,4,3955.397363228374,1591.05,0,0,0,0,2,735.1717903131756,833.0510120859276,0,0,0,0,1,NA,Employed,1
6534,2,5405.46489764147,2391.6,0,0,0,0,0,758.6911090650862,14738.236474996538,1,0,0,0,0,NA,Employed,8
6535,3,3892.901969799244,3027.48,368.0450820767741,900.8031738451384,1430.35598324112,734.1678527341364,0,620.5794413359018,15188.637161684306,1,0,1,0,2,NA,Unemployed,7
6536,6,762.4587525857332,5889.98,680.2829942345033,641.4339382266608,1615.5677886198769,1509.625023771718,1,620.9023552750399,6047.6445856790215,3,2,2,1,1,NA,Employed,2
6537,3,3377.6335397692446,4340.45,0,0,0,0,2,607.857648006756,10478.726441436529,3,1,0,0,1,NA,Employed,7
6538,4,348.63816873830365,2755.46,0,0,0,0,0,718.8938770380707,7511.655962825503,1,1,1,1,1,NA,Unemployed,6
6539,7,4679.67429897222,3160.99,0,0,0,0,1,622.1891577214935,14951.931133576445,1,0,0,0,0,NA,Employed,7
6540,8,5665.172700138314,2307.56,0,0,0,0,0,337,15616.950876749248,0,0,0,0,3,0,Retired,7
6541,7,5237.98160959155,2734.64,0,0,0,0,0,660.2582510047167,6156.7928547400315,0,0,0,0,0,NA,Employed,3
6542,8,2046.6639355625853,3548.04,0,0,0,0,0,650.4222740234626,6803.4075713182965,1,0,0,0,1,NA,Employed,5
6543,8,7263.477652826672,4460,0,0,0,0,0,734.0635888812021,16394.84582374244,1,1,0,0,0,NA,Employed,10
6544,4,3952.705614786343,1469.69,0,0,0,0,0,683,924.4545734659391,1,0,0,0,2,3,Retired,1
6545,5,1890.1586223524018,3923.69,421.0717938322472,154.3027010634994,511.09339670821356,1000.3549948037988,0,627.643240458722,18636.124161084877,1,1,2,0,3,NA,Employed,10
6546,8,4089.2029115443556,3332.19,0,0,0,0,1,610.2214385605813,17500.949004038124,1,1,1,1,2,NA,Employed,10
6547,5,6619.33069343659,3365.66,0,0,0,0,0,707.8316889647923,22264.164462178305,1,1,1,1,0,NA,Employed,9
6548,9,6649.482186672572,1324.52,0,0,0,0,0,654.7726143219796,9962.909484471655,0,0,0,0,0,NA,Employed,4
6549,4,6024.307079431122,2114.98,0,0,0,0,0,716.7617281140388,17335.532714403373,1,1,0,0,0,NA,Employed,9
6550,1,1361.5521462595816,3662.36,0,0,0,0,0,629.5829535003613,6284.720332060765,1,1,1,1,0,NA,Retired,5
6551,2,8721.023407239667,2241.27,510.3908041641778,451.64341261656665,948.2321676147326,1182.899751998166,2,643.0633782899276,10017.401181047944,1,1,3,1,1,NA,Student,5
6552,7,7555.346517554326,1890.41,0,0,0,0,0,689.4126233779598,14759.603941536601,1,0,0,0,2,NA,Employed,7
6553,5,4017.70893855151,3957.5,0,0,0,0,1,684,18563.535840862212,0,0,0,0,2,3,Employed,9
6554,2,6606.544986902025,3003.23,0,0,0,0,1,618.8093100881819,21195.23318206976,3,0,0,0,0,NA,Employed,9
6555,4,1699.5449466137952,4630.42,395.3985702847139,249.98686443469245,868.399312751257,1363.5110230573725,0,656.7408671508304,21301.651242645414,1,0,0,1,0,NA,Employed,8
6556,6,4967.248733273303,2372.35,0,0,0,0,0,690.1044622582302,11402.970650128242,0,0,0,0,0,NA,Employed,5
6557,4,8071.269872674297,4700.05,200.10415379927667,845.4978444350135,1022.3756794858714,1392.7534803876106,1,630,2509.016142931256,2,1,1,1,1,5,Student,1
6558,4,6144.326532823352,4445.77,0,0,0,0,1,712.6162628475283,22155.01991510218,0,0,0,0,1,NA,Student,9
6559,7,7986.68707531746,4041.88,0,0,0,0,0,724.9359047033665,18985.97581415791,1,1,1,1,1,NA,Employed,9
6560,4,0,4279.16,0,0,0,0,2,687.4138258388399,15157.074329081981,1,1,1,1,1,NA,Retired,6
6561,8,4903.905454762456,3477.61,0,0,0,0,0,608.6668769236406,14083.92863115497,1,0,0,0,0,NA,Employed,8
6562,7,6672.65170403025,3419.78,0,0,0,0,0,678.3298426346323,16692.033807378306,0,0,0,0,1,NA,Retired,8
6563,11,4328.4632942582475,2766.05,0,0,0,0,2,622,4403.123625655759,1,0,0,0,0,6,Employed,2
6564,5,5536.50028032155,2564.21,0,0,0,0,3,602.8839155057793,5628.9667569816265,0,0,0,0,1,NA,Retired,2
6565,6,4926.787657883739,2918.69,0,0,0,0,1,681.3860604508601,6320.358751533651,0,0,0,0,1,NA,Retired,2
6566,2,5892.977524731645,4554.78,0,0,0,0,0,691.477546909808,1202.3837992765295,2,0,0,0,3,NA,Employed,1
6567,5,4913.367253964006,2136.35,0,0,0,0,0,624.3972141912124,6950.895853640423,3,0,0,0,1,NA,Retired,3
6568,8,4901.7076128124545,2678,0,0,0,0,0,594.1613076245774,4220.163294792409,3,1,1,1,1,NA,Retired,2
6569,3,4388.932121390076,2534.01,0,0,0,0,0,692.3704275981488,21942.83688362819,3,2,0,0,0,NA,Employed,10
6570,2,4691.780256337806,2625.04,0,0,0,0,0,737.7445295759682,22144.150923983543,0,0,0,0,1,NA,Employed,9
6571,5,5342.823054726789,4448.88,0,0,0,0,0,710.6666615861312,17988.04651163308,0,0,0,0,1,NA,Employed,7
6572,8,2966.4978234803175,3788.07,0,0,0,0,1,686.6316134883461,5173.148827109276,2,2,1,1,0,NA,Employed,3
6573,9,4207.454585159016,2471.43,570.7658452794054,644.3766773040071,815.3350073843434,1042.1564033127777,0,628.7749243396019,10557.202040114405,1,0,1,0,1,NA,Retired,4
6574,6,5951.121761876758,1284.08,0,0,0,0,1,692.8440974477545,6383.828076033715,1,0,0,0,2,NA,Unemployed,3
6575,4,4052.5888024167657,4307.96,588.8514612366483,414.5537653899528,659.4060914475837,612.6876062014574,1,606.9731218978275,14378.647017323456,2,2,2,1,1,NA,Employed,7
6576,6,5415.604975069603,2811.08,0,0,0,0,1,623.042883111139,19586.984430094206,0,0,0,0,2,NA,Employed,10
6577,9,10129.128534698963,4093.4,0,0,0,0,2,633.7965438612181,9441.81143920616,1,1,1,1,1,NA,Employed,5
6578,0,6183.32397141917,2766.91,0,0,0,0,0,712.1472298398646,16326.125281715415,1,0,0,0,1,NA,Employed,8
6579,4,2048.0254246132617,3975.49,398.07269859764693,1004.3584480594927,1260.9287624133592,830.1360131588308,0,621.4051344616508,14339.471677900961,2,2,0,1,1,NA,Employed,8
6580,2,5513.844847501711,3656.17,0,0,0,0,0,741.875366655864,14241.324167662777,0,0,0,0,0,NA,Employed,6
