Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2000,New Mexico,NM,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,76.7,,,WFRS_State_1,35,20,32,"(34.520880952, -106.240580985)",76.7
2016,California,CA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,60.6,g,Complete data were not available from WFRS. State provided additional information,WFRS_State_1,6,20,5,"(37.638640123, -120.999999538)",60.6
2002,Mississippi,MS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1319709.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,28,21,25,"(32.745510099, -89.538030825)",1319709
2014,Maine,ME,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",21.0,,,WFRS_State_4,23,23,20,"(45.254228894001, -68.985031336)",21
2016,Wisconsin,WI,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3625881.0,,,WFRS_State_2,55,21,50,"(44.393191174, -89.816370742)",3625881
2000,New York,NY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,74.7,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,36,20,33,"(42.827001032, -75.543970427)",74.7
2010,Illinois,IL,Water Fluoridation,Total population served by CWS,WFRS,,Population,11403176.0,,,WFRS_State_3,17,22,14,"(40.485010283, -88.997710178)",11403176
2006,Wyoming,WY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",44.0,,,WFRS_State_4,56,23,51,"(43.235541343, -108.109830353)",44
2000,Kentucky,KY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,96.1,,,WFRS_State_1,21,20,18,"(37.645970271, -84.774971048)",96.1
2006,Maryland,MD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",10.0,,,WFRS_State_4,24,23,21,"(39.290580964, -76.609260111)",10
2002,District of Columbia,DC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",,g,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,11,23,9,"(38.890371385, -77.031961127)",
2000,California,CA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,9551961.0,f,Complete data were not available from WFRS; state provided additional information.,WFRS_State_2,6,21,5,"(37.638640123, -120.999999538)",9551961
2018,Kentucky,KY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,4016850.0,,,WFRS_State_2,21,21,18,"(37.645970271, -84.774971048)",4016850
2012,United States,US,Water Fluoridation,Number of CWS providing fluoridated water,WFRS,,Count,18502.0,b,"Reported in CDC Water Fluoridation Reporting System (WFRS). For purposes of this report, a water system is considered a community water system if so designated by the state drinking water administrator in accordance with the regulatory requirements of the US Environmental Protection Agency. In general, public water systems provide water for human consumption through pipes or other constructed conveyances to at least 15 service connections, or serve an average of at least 25 people for at least 60 days a year. A community water system is a public water system that supplies water to the same population year-round. Available at http://water.epa.gov/infrastructure/drinkingwater/pws/factoids.cfm.",WFRS_Nat_7,US,7,0,,18502
2014,Arkansas,AR,Water Fluoridation,Total population served by CWS,WFRS,,Population,2808508.0,,,WFRS_State_3,5,22,4,"(34.748650124, -92.274490743)",2809741
2004,New Mexico,NM,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1207034.0,,,WFRS_State_2,35,21,32,"(34.520880952, -106.240580985)",1207034
2000,Georgia,GA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,6161139.0,,,WFRS_State_2,13,21,11,"(32.839681093, -83.627580346)",6161139
2006,Kansas,KS,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,65.1,,,WFRS_State_1,20,20,17,"(38.3477403, -98.200781227)",65.1
2002,Minnesota,MN,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,98.4,,,WFRS_State_1,27,20,24,"(46.355648736, -94.794200503)",98.4
2000,Idaho,ID,Water Fluoridation,Total population served by CWS,WFRS,,Population,845780.0,,,WFRS_State_3,16,22,13,"(43.682630005, -114.363730042)",845780
2004,District of Columbia,DC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,579720.0,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,11,21,9,"(38.890371385, -77.031961127)",579720
2012,California,CA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,63.7,"f,g,h","f: Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate. g: Complete data were not available from WFRS; state provided additional information. h: California is developing new methodology to describe the fluoridated status of water systems that draw water from multiple sources (e.g., ground water, surface water). This report does not reflect Californias new methodology.",WFRS_State_1,6,20,5,"(37.638640123, -120.999999538)",63.7
2000,Florida,FL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",31.0,,,WFRS_State_4,12,23,10,"(28.932040377, -81.928960539)",31
2014,Alaska,AK,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,335555.0,,,WFRS_State_2,2,21,2,"(64.845079957001, -147.722059036)",339415
2002,New York,NY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,12732076.0,,,WFRS_State_2,36,21,33,"(42.827001032, -75.543970427)",12732076
2006,Michigan,MI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,90.9,,,WFRS_State_1,26,20,23,"(44.661319543001, -84.71439027)",90.9
2004,Massachusetts,MA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6435995.0,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,25,22,22,"(42.27687047, -72.082690675)",6435995
2004,Utah,UT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",39.0,,,WFRS_State_4,49,23,45,"(39.360700171, -111.587130635)",39
2006,Illinois,IL,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,11355747.0,,,WFRS_State_2,17,21,14,"(40.485010283, -88.997710178)",11355747
2004,Nevada,NV,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1306914.0,,,WFRS_State_2,32,21,29,"(39.49324039, -117.071840564)",1306914
2008,Kentucky,KY,Water Fluoridation,Total population served by CWS,WFRS,,Population,3937857.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_3,21,22,18,"(37.645970271, -84.774971048)",3937857
2008,Utah,UT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1217240.0,,,WFRS_State_2,49,21,45,"(39.360700171, -111.587130635)",1217240
2000,Pennsylvania,PA,Water Fluoridation,Total population served by CWS,WFRS,,Population,10750095.0,,,WFRS_State_3,42,22,39,"(40.793730152, -77.860700294)",10750095
2016,Missouri,MO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",26.0,,,WFRS_State_4,29,23,26,"(38.635790776, -92.566300053)",26
2002,New Mexico,NM,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,76.5,,,WFRS_State_1,35,20,32,"(34.520880952, -106.240580985)",76.5
2008,New Jersey,NJ,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1120552.0,,,WFRS_State_2,34,21,31,"(40.130570048, -74.273691288)",1120552
2006,Michigan,MI,Water Fluoridation,Total population served by CWS,WFRS,,Population,7335365.0,,,WFRS_State_3,26,22,23,"(44.661319543001, -84.71439027)",7335365
2000,Montana,MT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,143092.0,,,WFRS_State_2,30,21,27,"(47.066528972, -109.424420645)",143092
2016,Virginia,VA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6677652.0,,,WFRS_State_3,51,22,47,"(37.542680674, -78.457890463)",6677652
2002,New York,NY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",28.0,,,WFRS_State_4,36,23,33,"(42.827001032, -75.543970427)",28
2018,Oregon,OR,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,930527.0,,,WFRS_State_2,41,21,38,"(44.567449424, -120.155031326)",930527
2006,Wyoming,WY,Water Fluoridation,Total population served by CWS,WFRS,,Population,446323.0,,,WFRS_State_3,56,22,51,"(43.235541343, -108.109830353)",446323
2016,Pennsylvania,PA,Water Fluoridation,Total population served by CWS,WFRS,,Population,9417111.0,,,WFRS_State_3,42,22,39,"(40.793730152, -77.860700294)",9417111
2000,Arkansas,AR,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,48.1,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_1,5,20,4,"(34.748650124, -92.274490743)",48.1
2014,Wyoming,WY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",39.0,,,WFRS_State_4,56,23,51,"(43.235541343, -108.109830353)",39
2016,Illinois,IL,Water Fluoridation,Total population served by CWS,WFRS,,Population,11648817.0,,,WFRS_State_3,17,22,14,"(40.485010283, -88.997710178)",11648817
2012,Nebraska,NE,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1015094.0,,,WFRS_State_2,31,21,28,"(41.641040988001, -99.365720623)",1015094
2000,Pennsylvania,PA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",36.0,,,WFRS_State_4,42,23,39,"(40.793730152, -77.860700294)",36
2006,Vermont,VT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",37.0,,,WFRS_State_4,50,23,46,"(43.625381239, -72.517640791)",37
2010,South Dakota,SD,Water Fluoridation,Total population served by CWS,WFRS,,Population,678028.0,,,WFRS_State_3,46,22,42,"(44.353130053, -100.373530637)",678028
2006,Texas,TX,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,16979975.0,,,WFRS_State_2,48,21,44,"(31.827240407, -99.426770206)",16979975
2014,Ohio,OH,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,9790109.0,,,WFRS_State_2,39,21,36,"(40.060210141, -82.404260056)",9806835
2002,Indiana,IN,Water Fluoridation,Total population served by CWS,WFRS,,Population,4418880.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_3,18,22,15,"(39.766910452, -86.149960194)",4418880
2016,Colorado,CO,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3893189.0,,,WFRS_State_2,8,21,6,"(38.843840757, -106.133610921)",3893189
2014,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",9.0,,,WFRS_State_4,46,23,42,"(44.353130053, -100.373530637)",9
2016,Wisconsin,WI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",17.0,,,WFRS_State_4,55,23,50,"(44.393191174, -89.816370742)",17
2018,Colorado,CO,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,4040612.0,,,WFRS_State_2,8,21,6,"(38.843840757, -106.133610921)",4040612
2012,Pennsylvania,PA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",40.0,,,WFRS_State_4,42,23,39,"(40.793730152, -77.860700294)",40
2006,North Carolina,NC,Water Fluoridation,Total population served by CWS,WFRS,,Population,6498294.0,,,WFRS_State_3,37,22,34,"(35.466220975, -79.159250463)",6498294
2008,Kansas,KS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1152217.0,,,WFRS_State_2,20,21,17,"(38.3477403, -98.200781227)",1152217
2006,Idaho,ID,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,31.3,,,WFRS_State_1,16,20,13,"(43.682630005, -114.363730042)",31.3
2004,Texas,TX,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,16448786.0,,,WFRS_State_2,48,21,44,"(31.827240407, -99.426770206)",16448786
2006,New York,NY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",29.0,,,WFRS_State_4,36,23,33,"(42.827001032, -75.543970427)",29
2004,Texas,TX,Water Fluoridation,Total population served by CWS,WFRS,,Population,21512764.0,,,WFRS_State_3,48,22,44,"(31.827240407, -99.426770206)",21512764
2002,Indiana,IN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",4.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,18,23,15,"(39.766910452, -86.149960194)",4
2014,Ohio,OH,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",11.0,,,WFRS_State_4,39,23,36,"(40.060210141, -82.404260056)",12
2008,Illinois,IL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",6.0,,,WFRS_State_4,17,23,14,"(40.485010283, -88.997710178)",6
2012,Rhode Island,RI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,83.9,,,WFRS_State_1,44,20,40,"(41.708280193, -71.522470314)",83.9
2000,Rhode Island,RI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,85.1,,,WFRS_State_1,44,20,40,"(41.708280193, -71.522470314)",85.1
2000,New York,NY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,14184047.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,36,21,33,"(42.827001032, -75.543970427)",14184047
2016,Kansas,KS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1829272.0,,,WFRS_State_2,20,21,17,"(38.3477403, -98.200781227)",1829272
2014,Texas,TX,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",22.0,,,WFRS_State_4,48,23,44,"(31.827240407, -99.426770206)",22
2018,Connecticut,CT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,89.5,,,WFRS_State_1,9,20,7,"(41.56266102, -72.649840952)",89.5
2014,United States,US,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,211393167.0,,,WFRS_State_2,US,21,0,,214213860
2010,Utah,UT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,33.2,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,49,20,45,"(39.360700171, -111.587130635)",33.2
2002,Kentucky,KY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,99.7,,,WFRS_State_1,21,20,18,"(37.645970271, -84.774971048)",99.7
2000,Oregon,OR,Water Fluoridation,Total population served by CWS,WFRS,,Population,2562708.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,41,22,38,"(44.567449424, -120.155031326)",2562708
2010,Massachusetts,MA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6547629.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,25,22,22,"(42.27687047, -72.082690675)",6547629
2010,Arizona,AZ,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3114799.0,,,WFRS_State_2,4,21,3,"(34.86597028, -111.763811277)",3114799
2004,Hawaii,HI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,8.4,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,15,20,12,"(21.304850435, -157.857749403)",8.4
2012,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3548057.0,,,WFRS_State_3,40,22,37,"(35.472031356, -97.521070214)",3548057
2002,New Hampshire,NH,Water Fluoridation,Total population served by CWS,WFRS,,Population,808749.0,,,WFRS_State_3,33,22,30,"(43.655950113, -71.50036092)",808749
2018,Maryland,MD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",8.0,,,WFRS_State_4,24,23,21,"(39.290580964, -76.609260111)",8
2000,Virginia,VA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,93.3,,,WFRS_State_1,51,20,47,"(37.542680674, -78.457890463)",93.3
2002,New York,NY,Water Fluoridation,Total population served by CWS,WFRS,,Population,17458327.0,,,WFRS_State_3,36,22,33,"(42.827001032, -75.543970427)",17458327
2006,United States,US,Water Fluoridation,Total population served by CWS,WFRS,,Population,265794252.0,,,WFRS_State_3,US,22,0,,265794252
2012,Oregon,OR,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,833557.0,,,WFRS_State_2,41,21,38,"(44.567449424, -120.155031326)",833557
2018,Washington,WA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",34.0,,,WFRS_State_4,53,23,48,"(47.522278629, -120.47001079)",34
2000,Minnesota,MN,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,98.2,,,WFRS_State_1,27,20,24,"(46.355648736, -94.794200503)",98.2
2002,Nebraska,NE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,69.5,,,WFRS_State_1,31,20,28,"(41.641040988001, -99.365720623)",69.5
2010,Louisiana,LA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",43.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,22,23,19,"(31.312660644, -92.445680071)",43
2012,West Virginia,WV,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",13.0,,,WFRS_State_4,54,23,49,"(38.665510202, -80.712640135)",13
2000,Maryland,MD,Water Fluoridation,Total population served by CWS,WFRS,,Population,5311695.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,24,22,21,"(39.290580964, -76.609260111)",5311695
2016,Indiana,IN,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,94.3,,,WFRS_State_1,18,20,15,"(39.766910452, -86.149960194)",94.3
2014,Missouri,MO,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,4010999.0,,,WFRS_State_2,29,21,26,"(38.635790776, -92.566300053)",4013047
2004,California,CA,Water Fluoridation,Total population served by CWS,WFRS,,Population,35841254.0,"e,f","e: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. f: Complete data were not available from WFRS; state provided additional information.",WFRS_State_3,6,22,5,"(37.638640123, -120.999999538)",35841254
2008,Vermont,VT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,58.4,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_1,50,20,46,"(43.625381239, -72.517640791)",58.4
2002,Louisiana,LA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,42.7,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,22,20,19,"(31.312660644, -92.445680071)",42.7
2000,Texas,TX,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,11868046.0,,,WFRS_State_2,48,21,44,"(31.827240407, -99.426770206)",11868046
2004,Iowa,IA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",12.0,,,WFRS_State_4,19,23,16,"(42.469400913, -93.816490556)",12
2018,Louisiana,LA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1627351.0,,,WFRS_State_2,22,21,19,"(31.312660644, -92.445680071)",1627351
2016,Georgia,GA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,8348196.0,,,WFRS_State_2,13,21,11,"(32.839681093, -83.627580346)",8348196
2014,Rhode Island,RI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",20.0,f,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,44,23,40,"(41.708280193, -71.522470314)",20
2002,Arkansas,AR,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,62.4,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_1,5,20,4,"(34.748650124, -92.274490743)",62.4
2010,Rhode Island,RI,Water Fluoridation,Total population served by CWS,WFRS,,Population,1000413.0,,,WFRS_State_3,44,22,40,"(41.708280193, -71.522470314)",1000413
2012,Maine,ME,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,79.4,,,WFRS_State_1,23,20,20,"(45.254228894001, -68.985031336)",79.4
2012,Virginia,VA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",7.0,,,WFRS_State_4,51,23,47,"(37.542680674, -78.457890463)",7
2004,Virginia,VA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,95.0,,,WFRS_State_1,51,20,47,"(37.542680674, -78.457890463)",95
2006,California,CA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,27.1,"e,f",e: Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_1,6,20,5,"(37.638640123, -120.999999538)",27.1
2000,Vermont,VT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,240579.0,,,WFRS_State_2,50,21,46,"(43.625381239, -72.517640791)",240579
2006,Illinois,IL,Water Fluoridation,Total population served by CWS,WFRS,,Population,11484994.0,,,WFRS_State_3,17,22,14,"(40.485010283, -88.997710178)",11484994
2016,North Carolina,NC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",18.0,,,WFRS_State_4,37,23,34,"(35.466220975, -79.159250463)",18
2004,Michigan,MI,Water Fluoridation,Total population served by CWS,WFRS,,Population,7312080.0,,,WFRS_State_3,26,22,23,"(44.661319543001, -84.71439027)",7312080
2014,Utah,UT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",42.0,,,WFRS_State_4,49,23,45,"(39.360700171, -111.587130635)",42
2016,Alabama,AL,Water Fluoridation,Total population served by CWS,WFRS,,Population,4314476.0,,,WFRS_State_3,1,22,1,"(32.840571122, -86.631860762)",4314476
2008,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3642361.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_3,40,22,37,"(35.472031356, -97.521070214)",3642361
2010,Nevada,NV,Water Fluoridation,Total population served by CWS,WFRS,,Population,2544079.0,,,WFRS_State_3,32,22,29,"(39.49324039, -117.071840564)",2544079
2010,Delaware,DE,Water Fluoridation,Total population served by CWS,WFRS,,Population,818110.0,,,WFRS_State_3,10,22,8,"(39.008830667, -75.577741168)",818110
